,0
2998,1
2999,7
3000,1
3001,7
3002,1
3003,7
3004,1
3005,7
3006,1
3007,7
3008,1
3009,7
3010,1
3011,7
3012,1
3013,7
3014,1
3015,7
3016,1
3017,7
3018,1
3019,7
3020,1
3021,7
3022,1
3023,7
3024,1
3025,7
3026,1
3027,7
3028,1
3029,7
3030,1
3031,7
3032,1
3033,7
3034,1
3035,7
3036,1
3037,7
3038,1
3039,7
3040,1
3041,7
3042,1
3043,7
3044,1
3045,7
3046,1
3047,7
3048,1
3049,7
3050,1
3051,7
3052,1
3053,7
3054,1
3055,7
3056,1
3057,7
3058,1
3059,7
3060,1
3061,7
3062,1
3063,7
3064,1
3065,7
3066,1
3067,7
3068,1
3069,7
3070,1
3071,7
3072,1
3073,7
3074,1
3075,7
3076,1
3077,7
3078,1
3079,7
3080,1
3081,7
3082,1
3083,7
3084,1
3085,7
3086,1
3087,7
3088,1
3089,7
3090,1
3091,7
3092,1
3093,7
3094,1
3095,7
3096,1
3097,7
3098,1
3099,7
3100,1
3101,7
3102,1
3103,7
3104,1
3105,7
3106,1
3107,7
3108,1
3109,7
3110,1
3111,7
3112,1
3113,7
3114,1
3115,7
3116,1
3117,7
3118,1
3119,7
3120,1
3121,7
3122,1
3123,7
3124,1
3125,7
3126,1
3127,7
3128,1
3129,7
3130,1
3131,7
3132,1
3133,7
3134,1
3135,7
3136,1
3137,7
3138,1
3139,7
3140,1
3141,7
3142,1
3143,7
3144,1
3145,7
3146,1
3147,7
3148,1
3149,7
3150,1
3151,7
3152,1
3153,7
3154,1
3155,7
3156,1
3157,7
3158,1
3159,7
3160,1
3161,7
3162,1
3163,7
3164,1
3165,7
3166,1
3167,7
3168,1
3169,7
3170,1
3171,7
3172,1
3173,7
3174,1
3175,7
3176,1
3177,7
3178,1
3179,7
3180,1
3181,7
3182,1
3183,7
3184,1
3185,7
3186,1
3187,7
3188,1
3189,7
3190,1
3191,7
3192,1
3193,7
3194,1
3195,7
3196,1
3197,7
3198,1
3199,7
3200,1
3201,7
3202,1
3203,7
3204,1
3205,7
3206,1
3207,7
3208,1
3209,7
3210,1
3211,7
3212,1
3213,7
3214,1
3215,7
3216,1
3217,7
3218,1
3219,7
3220,1
3221,7
3222,1
3223,7
3224,1
3225,7
3226,1
3227,7
3228,1
3229,7
3230,1
3231,7
3232,1
3233,7
3234,1
3235,7
3236,1
3237,7
3238,1
3239,7
3240,1
3241,7
3242,1
3243,7
3244,1
3245,7
3246,1
3247,7
3248,1
3249,7
3250,1
3251,7
3252,1
3253,7
3254,1
3255,7
3256,1
3257,7
3258,1
3259,7
3260,1
3261,7
3262,1
3263,7
3264,1
3265,7
3266,1
3267,7
3268,1
3269,7
3270,1
3271,7
3272,1
3273,7
3274,1
3275,7
3276,1
3277,7
3278,1
3279,7
3280,1
3281,7
3282,1
3283,7
3284,1
3285,7
3286,1
3287,7
3288,1
3289,7
3290,1
3291,7
3292,1
3293,7
3294,1
3295,7
3296,1
3297,7
3298,1
3299,7
3300,1
3301,7
3302,1
3303,7
3304,1
3305,7
3306,1
3307,7
3308,1
3309,7
3310,1
3311,7
3312,1
3313,7
3314,1
3315,7
3316,1
3317,7
3318,1
3319,7
3320,1
3321,7
3322,1
3323,7
3324,1
3325,7
3326,1
3327,7
3328,1
3329,7
3330,1
3331,7
3332,1
3333,7
3334,1
3335,7
3336,1
3337,7
3338,1
3339,7
3340,1
3341,7
3342,1
3343,7
3344,1
3345,7
3346,1
3347,7
3348,1
3349,7
3350,1
3351,7
3352,1
3353,7
3354,1
3355,7
3356,1
3357,7
3358,1
3359,7
3360,1
3361,7
3362,1
3363,7
3364,1
3365,7
3366,1
3367,7
3368,1
3369,7
3370,1
3371,7
3372,1
3373,7
3374,1
3375,7
3376,1
3377,7
3378,1
3379,7
3380,1
3381,7
3382,1
3383,7
3384,1
3385,7
3386,1
3387,7
3388,1
3389,7
3390,1
3391,7
3392,1
3393,7
3394,1
3395,7
3396,1
3397,7
3398,1
3399,7
3400,1
3401,7
3402,1
3403,7
3404,1
3405,7
3406,1
3407,7
3408,1
3409,7
3410,1
3411,7
3412,1
3413,7
3414,1
3415,7
3416,1
3417,7
3418,1
3419,7
3420,1
3421,7
3422,1
3423,7
3424,1
3425,7
3426,1
3427,7
3428,1
3429,7
3430,1
3431,7
3432,1
3433,7
3434,1
3435,7
3436,1
3437,7
3438,1
3439,7
3440,1
3441,7
3442,1
3443,7
3444,1
3445,7
3446,1
3447,7
3448,1
3449,7
3450,1
3451,7
3452,1
3453,7
3454,1
3455,7
3456,1
3457,7
3458,1
3459,7
3460,1
3461,7
3462,1
3463,7
3464,1
3465,7
3466,1
3467,7
3468,1
3469,7
3470,1
3471,7
3472,1
3473,7
3474,1
3475,7
3476,1
3477,7
3478,1
3479,7
3480,1
3481,7
3482,1
3483,7
3484,1
3485,7
3486,1
3487,7
3488,1
3489,7
3490,1
3491,7
3492,1
3493,7
3494,1
3495,7
3496,1
3497,7
3498,1
3499,7
3500,1
3501,7
3502,1
3503,7
3504,1
3505,7
3506,1
3507,7
3508,1
3509,7
3510,1
3511,7
3512,1
3513,7
3514,1
3515,7
3516,1
3517,7
3518,1
3519,7
3520,1
3521,7
3522,1
3523,7
3524,1
3525,7
3526,1
3527,7
3528,1
3529,7
3530,1
3531,7
3532,1
3533,7
3534,1
3535,7
3536,1
3537,7
3538,1
3539,7
3540,1
3541,7
3542,1
3543,7
3544,1
3545,7
3546,1
3547,7
3548,1
3549,7
3550,1
3551,7
3552,1
3553,7
3554,1
3555,7
3556,1
3557,7
3558,1
3559,7
3560,1
3561,7
3562,1
3563,7
3564,1
3565,7
3566,1
3567,7
3568,1
3569,7
3570,1
3571,7
3572,1
3573,7
3574,1
3575,7
3576,1
3577,7
3578,1
3579,7
3580,1
3581,7
3582,1
3583,7
3584,1
3585,7
3586,1
3587,7
3588,1
3589,7
3590,1
3591,7
3592,1
3593,7
3594,1
3595,7
3596,1
3597,7
3598,1
3599,7
3600,1
3601,7
3602,1
3603,7
3604,1
3605,7
3606,1
3607,7
3608,1
3609,7
3610,1
3611,7
3612,1
3613,7
3614,1
3615,7
3616,1
3617,7
3618,1
3619,7
3620,1
3621,7
3622,1
3623,7
3624,1
3625,7
3626,1
3627,7
3628,1
3629,7
3630,1
3631,7
3632,1
3633,7
3634,1
3635,7
3636,1
3637,7
3638,1
3639,7
3640,1
3641,7
3642,1
3643,7
3644,1
3645,7
3646,1
3647,7
3648,1
3649,7
3650,1
3651,7
3652,1
3653,7
3654,1
3655,7
3656,1
3657,7
3658,1
3659,7
3660,1
3661,7
3662,1
3663,7
3664,1
3665,7
3666,1
3667,7
3668,1
3669,7
3670,1
3671,7
3672,1
3673,7
3674,1
3675,7
3676,1
3677,7
3678,1
3679,7
3680,1
3681,7
3682,1
3683,7
3684,1
3685,7
3686,1
3687,7
3688,1
3689,7
3690,1
3691,7
3692,1
3693,7
3694,1
3695,7
3696,1
3697,7
3698,1
3699,7
3700,1
3701,7
3702,1
3703,7
3704,1
3705,7
3706,1
3707,7
3708,1
3709,7
3710,1
3711,7
3712,1
3713,7
3714,1
3715,7
3716,1
3717,7
3718,1
3719,7
3720,1
3721,7
3722,1
3723,7
3724,1
3725,7
3726,1
3727,7
3728,1
3729,7
3730,1
3731,7
3732,1
3733,7
3734,1
3735,7
3736,1
3737,7
3738,1
3739,7
3740,1
3741,7
3742,1
3743,7
3744,1
3745,7
3746,1
3747,7
3748,1
3749,7
3750,1
3751,7
3752,1
3753,7
3754,1
3755,7
3756,1
3757,7
3758,1
3759,7
3760,1
3761,7
3762,1
3763,7
3764,1
3765,7
3766,1
3767,7
3768,1
3769,7
3770,1
3771,7
3772,1
3773,7
3774,1
3775,7
3776,1
3777,7
3778,1
3779,7
3780,1
3781,7
3782,1
3783,7
3784,1
3785,7
3786,1
3787,7
3788,1
3789,7
3790,1
3791,7
3792,1
3793,7
3794,1
3795,7
3796,1
3797,7
3798,1
3799,7
3800,1
3801,7
3802,1
3803,7
3804,1
3805,7
3806,1
3807,7
3808,1
3809,7
3810,1
3811,7
3812,1
3813,7
3814,1
3815,7
3816,1
3817,7
3818,1
3819,7
3820,1
3821,7
3822,1
3823,7
3824,1
3825,7
3826,1
3827,7
3828,1
3829,7
3830,1
3831,7
3832,1
3833,7
3834,1
3835,7
3836,1
3837,7
3838,1
3839,7
3840,1
3841,7
3842,1
3843,7
3844,1
3845,7
3846,1
3847,7
3848,1
3849,7
3850,1
3851,7
3852,1
3853,7
3854,1
3855,7
3856,1
3857,7
3858,1
3859,7
3860,1
3861,7
3862,1
3863,7
3864,1
3865,7
3866,1
3867,7
3868,1
3869,7
3870,1
3871,7
3872,1
3873,7
3874,1
3875,7
3876,1
3877,7
3878,1
3879,7
3880,1
3881,7
3882,1
3883,7
3884,1
3885,7
3886,1
3887,7
3888,1
3889,7
3890,1
3891,7
3892,1
3893,7
3894,1
3895,7
3896,1
3897,7
3898,1
3899,7
3900,1
3901,7
3902,1
3903,7
3904,1
3905,7
3906,1
3907,7
3908,1
3909,7
3910,1
3911,7
3912,1
3913,7
3914,1
3915,7
3916,1
3917,7
3918,1
3919,7
3920,1
3921,7
3922,1
3923,7
3924,1
3925,7
3926,1
3927,7
3928,1
3929,7
3930,1
3931,7
3932,1
3933,7
3934,1
3935,7
3936,1
3937,7
3938,1
3939,7
3940,1
3941,7
3942,1
3943,7
3944,1
3945,7
3946,1
3947,7
3948,1
3949,7
3950,1
3951,7
3952,1
3953,7
3954,1
3955,7
3956,1
3957,7
3958,1
3959,7
3960,1
3961,7
3962,1
3963,7
3964,1
3965,7
3966,1
3967,7
3968,1
3969,7
3970,1
3971,7
3972,1
3973,7
3974,1
3975,7
3976,1
3977,7
3978,1
3979,7
3980,1
3981,7
3982,1
3983,7
3984,1
3985,7
3986,1
3987,7
3988,1
3989,7
3990,1
3991,7
3992,1
3993,7
3994,1
3995,7
3996,1
3997,7
3998,1
3999,7
4000,1
4001,7
4002,1
4003,7
4004,1
4005,7
4006,1
4007,7
4008,1
4009,7
4010,1
4011,7
4012,1
4013,7
4014,1
4015,7
4016,1
4017,7
4018,1
4019,7
4020,1
4021,7
4022,1
4023,7
4024,1
4025,7
4026,1
4027,7
4028,1
4029,7
4030,1
4031,7
4032,1
4033,7
4034,1
4035,7
4036,1
4037,7
4038,1
4039,7
4040,1
4041,7
4042,1
4043,7
4044,1
4045,7
4046,1
4047,7
4048,1
4049,7
4050,1
4051,7
4052,1
4053,7
4054,1
4055,7
4056,1
4057,7
4058,1
4059,7
4060,1
4061,7
4062,1
4063,7
4064,1
4065,7
4066,1
4067,7
4068,1
4069,7
4070,1
4071,7
4072,1
4073,7
4074,1
4075,7
4076,1
4077,7
4078,1
4079,7
4080,1
4081,7
4082,1
4083,7
4084,1
4085,7
4086,1
4087,7
4088,1
4089,7
4090,1
4091,7
4092,1
4093,7
4094,1
4095,7
4096,1
4097,7
4098,1
4099,7
4100,1
4101,7
4102,1
4103,7
4104,1
4105,7
4106,1
4107,7
4108,1
4109,7
4110,1
4111,7
4112,1
4113,7
4114,1
4115,7
4116,1
4117,7
4118,1
4119,7
4120,1
4121,7
4122,1
4123,7
4124,1
4125,7
4126,1
4127,7
4128,1
4129,7
4130,1
4131,7
4132,1
4133,7
4134,1
4135,7
4136,1
4137,7
4138,1
4139,7
4140,1
4141,7
4142,1
4143,7
4144,1
4145,7
4146,1
4147,7
4148,1
4149,7
4150,1
4151,7
4152,1
4153,7
4154,1
4155,7
4156,1
4157,7
4158,1
4159,7
4160,1
4161,7
4162,1
4163,7
4164,1
4165,7
4166,1
4167,7
4168,1
4169,7
4170,1
4171,7
4172,1
4173,7
4174,1
4175,7
4176,1
4177,7
4178,1
4179,7
4180,1
4181,7
4182,1
4183,7
4184,1
4185,7
4186,1
4187,7
4188,1
4189,7
4190,1
4191,7
4192,1
4193,7
4194,1
4195,7
4196,1
4197,7
4198,1
4199,7
4200,1
4201,7
4202,1
4203,7
4204,1
4205,7
4206,1
4207,7
4208,1
4209,7
4210,1
4211,7
4212,1
4213,7
4214,1
4215,7
4216,1
4217,7
4218,1
4219,7
4220,1
4221,7
4222,1
4223,7
4224,1
4225,7
4226,1
4227,7
4228,1
4229,7
4230,1
4231,7
4232,1
4233,7
4234,1
4235,7
4236,1
4237,7
4238,1
4239,7
4240,1
4241,7
4242,1
4243,7
4244,1
4245,7
4246,1
4247,7
4248,1
4249,7
4250,1
4251,7
4252,1
4253,7
4254,1
4255,7
4256,1
4257,7
4258,1
4259,7
4260,1
4261,7
4262,1
4263,7
4264,1
4265,7
4266,1
4267,7
4268,1
4269,7
4270,1
4271,7
4272,1
4273,7
4274,1
4275,7
4276,1
4277,7
4278,1
4279,7
4280,1
4281,7
4282,1
4283,7
4284,1
4285,7
4286,1
4287,7
4288,1
4289,7
4290,1
4291,7
4292,1
4293,7
4294,1
4295,7
4296,1
4297,7
4298,1
4299,7
4300,1
4301,7
4302,1
4303,7
4304,1
4305,7
4306,1
4307,7
4308,1
4309,7
4310,1
4311,7
4312,1
4313,7
4314,1
4315,7
4316,1
4317,7
4318,1
4319,7
4320,1
4321,7
4322,1
4323,7
4324,1
4325,7
4326,1
4327,7
4328,1
4329,7
4330,1
4331,7
4332,1
4333,7
4334,1
4335,7
4336,1
4337,7
4338,1
4339,7
4340,1
4341,7
4342,1
4343,7
4344,1
4345,7
4346,1
4347,7
4348,1
4349,7
4350,1
4351,7
4352,1
4353,7
4354,1
4355,7
4356,1
4357,7
4358,1
4359,7
4360,1
4361,7
4362,1
4363,7
4364,1
4365,7
4366,1
4367,7
4368,1
4369,7
4370,1
4371,7
4372,1
4373,7
4374,1
4375,7
4376,1
4377,7
4378,1
4379,7
4380,1
4381,7
4382,1
4383,7
4384,1
4385,7
4386,1
4387,7
4388,1
4389,7
4390,1
4391,7
4392,1
4393,7
4394,1
4395,7
4396,1
4397,7
4398,1
4399,7
4400,1
4401,7
4402,1
4403,7
4404,1
4405,7
4406,1
4407,7
4408,1
4409,7
4410,1
4411,7
4412,1
4413,7
4414,1
4415,7
4416,1
4417,7
4418,1
4419,7
4420,1
4421,7
4422,1
4423,7
4424,1
4425,7
4426,1
4427,7
4428,1
4429,7
4430,1
4431,7
4432,1
4433,7
4434,1
4435,7
4436,1
4437,7
4438,1
4439,7
4440,1
4441,7
4442,1
4443,7
4444,1
4445,7
4446,1
4447,7
4448,1
4449,7
4450,1
4451,7
4452,1
4453,7
4454,1
4455,7
4456,1
4457,7
4458,1
4459,7
4460,1
4461,7
4462,1
4463,7
4464,1
4465,7
4466,1
4467,7
4468,1
4469,7
4470,1
4471,7
4472,1
4473,7
4474,1
4475,7
4476,1
4477,7
4478,1
4479,7
4480,1
4481,7
4482,1
4483,7
4484,1
4485,7
4486,1
4487,7
4488,1
4489,7
4490,1
4491,7
4492,1
4493,7
4494,1
4495,7
4496,1
4497,7
4498,1
4499,7
4500,1
4501,7
4502,1
4503,7
4504,1
4505,7
4506,1
4507,7
4508,1
4509,7
4510,1
4511,7
4512,1
4513,7
4514,1
4515,7
4516,1
4517,7
4518,1
4519,7
4520,1
4521,7
4522,1
4523,7
4524,1
4525,7
4526,1
4527,7
4528,1
4529,7
4530,1
4531,7
4532,1
4533,7
4534,1
4535,7
4536,1
4537,7
4538,1
4539,7
4540,1
4541,7
4542,1
4543,7
4544,1
4545,7
4546,1
4547,7
4548,1
4549,7
4550,1
4551,7
4552,1
4553,7
4554,1
4555,7
4556,1
4557,7
4558,1
4559,7
4560,1
4561,7
4562,1
4563,7
4564,1
4565,7
4566,1
4567,7
4568,1
4569,7
4570,1
4571,7
4572,1
4573,7
4574,1
4575,7
4576,1
4577,7
4578,1
4579,7
4580,1
4581,7
4582,1
4583,7
4584,1
4585,7
4586,1
4587,7
4588,1
4589,7
4590,1
4591,7
4592,1
4593,7
4594,1
4595,7
4596,1
4597,7
4598,1
4599,7
4600,1
4601,7
4602,1
4603,7
4604,1
4605,7
4606,1
4607,7
4608,1
4609,7
4610,1
4611,7
4612,1
4613,7
4614,1
4615,7
4616,1
4617,7
4618,1
4619,7
4620,1
4621,7
4622,1
4623,7
4624,1
4625,7
4626,1
4627,7
4628,1
4629,7
4630,1
4631,7
4632,1
4633,7
4634,1
4635,7
4636,1
4637,7
4638,1
4639,7
4640,1
4641,7
4642,1
4643,7
4644,1
4645,7
4646,1
4647,7
4648,1
4649,7
4650,1
4651,7
4652,1
4653,7
4654,1
4655,7
4656,1
4657,7
4658,1
4659,7
4660,1
4661,7
4662,1
4663,7
4664,1
4665,7
4666,1
4667,7
4668,1
4669,7
4670,1
4671,7
4672,1
4673,7
4674,1
4675,7
4676,1
4677,7
4678,1
4679,7
4680,1
4681,7
4682,1
4683,7
4684,1
4685,7
4686,1
4687,7
4688,1
4689,7
4690,1
4691,7
4692,1
4693,7
4694,1
4695,7
4696,1
4697,7
4698,1
4699,7
4700,1
4701,7
4702,1
4703,7
4704,1
4705,7
4706,1
4707,7
4708,1
4709,7
4710,1
4711,7
4712,1
4713,7
4714,1
4715,7
4716,1
4717,7
4718,1
4719,7
4720,1
4721,7
4722,1
4723,7
4724,1
4725,7
4726,1
4727,7
4728,1
4729,7
4730,1
4731,7
4732,1
4733,7
4734,1
4735,7
4736,1
4737,7
4738,1
4739,7
4740,1
4741,7
4742,1
4743,7
4744,1
4745,7
4746,1
4747,7
4748,1
4749,7
4750,1
4751,7
4752,1
4753,7
4754,1
4755,7
4756,1
4757,7
4758,1
4759,7
4760,1
4761,7
4762,1
4763,7
4764,1
4765,7
4766,1
4767,7
4768,1
4769,7
4770,1
4771,7
4772,1
4773,7
4774,1
4775,7
4776,1
4777,7
4778,1
4779,7
4780,1
4781,7
4782,1
4783,7
4784,1
4785,7
4786,1
4787,7
4788,1
4789,7
4790,1
4791,7
4792,1
4793,7
4794,1
4795,7
4796,1
4797,7
4798,1
4799,7
4800,1
4801,7
4802,1
4803,7
4804,1
4805,7
4806,1
4807,7
4808,1
4809,7
4810,1
4811,7
4812,1
4813,7
4814,1
4815,7
4816,1
4817,7
4818,1
4819,7
4820,1
4821,7
4822,1
4823,7
4824,1
4825,7
4826,1
4827,7
4828,1
4829,7
4830,1
4831,7
4832,1
4833,7
4834,1
4835,7
4836,1
4837,7
4838,1
4839,7
4840,1
4841,7
4842,1
4843,7
4844,1
4845,7
4846,1
4847,7
4848,1
4849,7
4850,1
4851,7
4852,1
4853,7
4854,1
4855,7
4856,1
4857,7
4858,1
4859,7
4860,1
4861,7
4862,1
4863,7
4864,1
4865,7
4866,1
4867,7
4868,1
4869,7
4870,1
4871,7
4872,1
4873,7
4874,1
4875,7
4876,1
4877,7
4878,1
4879,7
4880,1
4881,7
4882,1
4883,7
4884,1
4885,7
4886,1
4887,7
4888,1
4889,7
4890,1
4891,7
4892,1
4893,7
4894,1
4895,7
4896,1
4897,7
4898,1
4899,7
4900,1
4901,7
4902,1
4903,7
4904,1
4905,7
4906,1
4907,7
4908,1
4909,7
4910,1
4911,7
4912,1
4913,7
4914,1
4915,7
4916,1
4917,7
4918,1
4919,7
4920,1
4921,7
4922,1
4923,7
4924,1
4925,7
4926,1
4927,7
4928,1
4929,7
4930,1
4931,7
4932,1
4933,7
4934,1
4935,7
4936,1
4937,7
4938,1
4939,7
4940,1
4941,7
4942,1
4943,7
4944,1
4945,7
4946,1
4947,7
4948,1
4949,7
4950,1
4951,7
4952,1
4953,7
4954,1
4955,7
4956,1
4957,7
4958,1
4959,7
4960,1
4961,7
4962,1
4963,7
4964,1
4965,7
4966,1
4967,7
4968,1
4969,7
4970,1
4971,7
4972,1
4973,7
4974,1
4975,7
4976,1
4977,7
4978,1
4979,7
4980,1
4981,7
4982,1
4983,7
4984,1
4985,7
4986,1
4987,7
4988,1
4989,7
4990,1
4991,7
4992,1
4993,7
4994,1
4995,7
4996,1
4997,7
4998,1
4999,7
5000,1
5001,7
5002,1
5003,7
5004,1
5005,7
5006,1
5007,7
5008,1
5009,7
5010,1
5011,7
5012,1
5013,7
5014,1
5015,7
5016,1
5017,7
5018,1
5019,7
5020,1
5021,7
5022,1
5023,7
5024,1
5025,7
5026,1
5027,7
5028,1
5029,7
5030,1
5031,7
5032,1
5033,7
5034,1
5035,7
5036,1
5037,7
5038,1
5039,7
5040,1
5041,7
5042,1
5043,7
5044,1
5045,7
5046,1
5047,7
5048,1
5049,7
5050,1
5051,7
5052,1
5053,7
5054,1
5055,7
5056,1
5057,7
5058,1
5059,7
5060,1
5061,7
5062,1
5063,7
5064,1
5065,7
5066,1
5067,7
5068,1
5069,7
5070,1
5071,7
5072,1
5073,7
5074,1
5075,7
5076,1
5077,7
5078,1
5079,7
5080,1
5081,7
5082,1
5083,7
5084,1
5085,7
5086,1
5087,7
5088,1
5089,7
5090,1
5091,7
5092,1
5093,7
5094,1
5095,7
5096,1
5097,7
5098,1
5099,7
5100,1
5101,7
5102,1
5103,7
5104,1
5105,7
5106,1
5107,7
5108,1
5109,7
5110,1
5111,7
5112,1
5113,7
5114,1
5115,7
5116,1
5117,7
5118,1
5119,7
5120,1
5121,7
5122,1
5123,7
5124,1
5125,7
5126,1
5127,7
5128,1
5129,7
5130,1
5131,7
5132,1
5133,7
5134,1
5135,7
5136,1
5137,7
5138,1
5139,7
5140,1
5141,7
5142,1
5143,7
5144,1
5145,7
5146,1
5147,7
5148,1
5149,7
5150,1
5151,7
5152,1
5153,7
5154,1
5155,7
5156,1
5157,7
5158,1
5159,7
5160,1
5161,7
5162,1
5163,7
5164,1
5165,7
5166,1
5167,7
5168,1
5169,7
5170,1
5171,7
5172,1
5173,7
5174,1
5175,7
5176,1
5177,7
5178,1
5179,7
5180,1
5181,7
5182,1
5183,7
5184,1
5185,7
5186,1
5187,7
5188,1
5189,7
5190,1
5191,7
5192,1
5193,7
5194,1
5195,7
5196,1
5197,7
5198,1
5199,7
5200,1
5201,7
5202,1
5203,7
5204,1
5205,7
5206,1
5207,7
5208,1
5209,7
5210,1
5211,7
5212,1
5213,7
5214,1
5215,7
5216,1
5217,7
5218,1
5219,7
5220,1
5221,7
5222,1
5223,7
5224,1
5225,7
5226,1
5227,7
5228,1
5229,7
5230,1
5231,7
5232,1
5233,7
5234,1
5235,7
5236,1
5237,7
5238,1
5239,7
5240,1
5241,7
5242,1
5243,7
5244,1
5245,7
5246,1
5247,7
5248,1
5249,7
5250,1
5251,7
5252,1
5253,7
5254,1
5255,7
5256,1
5257,7
5258,1
5259,7
5260,1
5261,7
5262,1
5263,7
5264,1
5265,7
5266,1
5267,7
5268,1
5269,7
5270,1
5271,7
5272,1
5273,7
5274,1
5275,7
5276,1
5277,7
5278,1
5279,7
5280,1
5281,7
5282,1
5283,7
5284,1
5285,7
5286,1
5287,7
5288,1
5289,7
5290,1
5291,7
5292,1
5293,7
5294,1
5295,7
5296,1
5297,7
5298,1
5299,7
5300,1
5301,7
5302,1
5303,7
5304,1
5305,7
5306,1
5307,7
5308,1
5309,7
5310,1
5311,7
5312,1
5313,7
5314,1
5315,7
5316,1
5317,7
5318,1
5319,7
5320,1
5321,7
5322,1
5323,7
5324,1
5325,7
5326,1
5327,7
5328,1
5329,7
5330,1
5331,7
5332,1
5333,7
5334,1
5335,7
5336,1
5337,7
5338,1
5339,7
5340,1
5341,7
5342,1
5343,7
5344,1
5345,7
5346,1
5347,7
5348,1
5349,7
5350,1
5351,7
5352,1
5353,7
5354,1
5355,7
5356,1
5357,7
5358,1
5359,7
5360,1
5361,7
5362,1
5363,7
5364,1
5365,7
5366,1
5367,7
5368,1
5369,7
5370,1
5371,7
5372,1
5373,7
5374,1
5375,7
5376,1
5377,7
5378,1
5379,7
5380,1
5381,7
5382,1
5383,7
5384,1
5385,7
5386,1
5387,7
5388,1
5389,7
5390,1
5391,7
5392,1
5393,7
5394,1
5395,7
5396,1
5397,7
5398,1
5399,7
5400,1
5401,7
5402,1
5403,7
5404,1
5405,7
5406,1
5407,7
5408,1
5409,7
5410,1
5411,7
5412,1
5413,7
5414,1
5415,7
5416,1
5417,7
5418,1
5419,7
5420,1
5421,7
5422,1
5423,7
5424,1
5425,7
5426,1
5427,7
5428,1
5429,7
5430,1
5431,7
5432,1
5433,7
5434,1
5435,7
5436,1
5437,7
5438,1
5439,7
5440,1
5441,7
5442,1
5443,7
5444,1
5445,7
5446,1
5447,7
5448,1
5449,7
5450,1
5451,7
5452,1
5453,7
5454,1
5455,7
5456,1
5457,7
5458,1
5459,7
5460,1
5461,7
5462,1
5463,7
5464,1
5465,7
5466,1
5467,7
5468,1
5469,7
5470,1
5471,7
5472,1
5473,7
5474,1
5475,7
5476,1
5477,7
5478,1
5479,7
5480,1
5481,7
5482,1
5483,7
5484,1
5485,7
5486,1
5487,7
5488,1
5489,7
5490,1
5491,7
5492,1
5493,7
5494,1
5495,7
5496,1
5497,7
5498,1
5499,7
5500,1
5501,7
5502,1
5503,7
5504,1
5505,7
5506,1
5507,7
5508,1
5509,7
5510,1
5511,7
5512,1
5513,7
5514,1
5515,7
5516,1
5517,7
5518,1
5519,7
5520,1
5521,7
5522,1
5523,7
5524,1
5525,7
5526,1
5527,7
5528,1
5529,7
5530,1
5531,7
5532,1
5533,7
5534,1
5535,7
5536,1
5537,7
5538,1
5539,7
5540,1
5541,7
5542,1
5543,7
5544,1
5545,7
5546,1
5547,7
5548,1
5549,7
5550,1
5551,7
5552,1
5553,7
5554,1
5555,7
5556,1
5557,7
5558,1
5559,7
5560,1
5561,7
5562,1
5563,7
5564,1
5565,7
5566,1
5567,7
5568,1
5569,7
5570,1
5571,7
5572,1
5573,7
5574,1
5575,7
5576,1
5577,7
5578,1
5579,7
5580,1
5581,7
5582,1
5583,7
5584,1
5585,7
5586,1
5587,7
5588,1
5589,7
5590,1
5591,7
5592,1
5593,7
5594,1
5595,7
5596,1
5597,7
5598,1
5599,7
5600,1
5601,7
5602,1
5603,7
5604,1
5605,7
5606,1
5607,7
5608,1
5609,7
5610,1
5611,7
5612,1
5613,7
5614,1
5615,7
5616,1
5617,7
5618,1
5619,7
5620,1
5621,7
5622,1
5623,7
5624,1
5625,7
5626,1
5627,7
5628,1
5629,7
5630,1
5631,7
5632,1
5633,7
5634,1
5635,7
5636,1
5637,7
5638,1
5639,7
5640,1
5641,7
5642,1
5643,7
5644,1
5645,7
5646,1
5647,7
5648,1
5649,7
5650,1
5651,7
5652,1
5653,7
5654,1
5655,7
5656,1
5657,7
5658,1
5659,7
5660,1
5661,7
5662,1
5663,7
5664,1
5665,7
5666,1
5667,7
5668,1
5669,7
5670,1
5671,7
5672,1
5673,7
5674,1
5675,7
5676,1
5677,7
5678,1
5679,7
5680,1
5681,7
5682,1
5683,7
5684,1
5685,7
5686,1
5687,7
5688,1
5689,7
5690,1
5691,7
5692,1
5693,7
5694,1
5695,7
5696,1
5697,7
5698,1
5699,7
5700,1
5701,7
5702,1
5703,7
5704,1
5705,7
5706,1
5707,7
5708,1
5709,7
5710,1
5711,7
5712,1
5713,7
5714,1
5715,7
5716,1
5717,7
5718,1
5719,7
5720,1
5721,7
5722,1
5723,7
5724,1
5725,7
5726,1
5727,7
5728,1
5729,7
5730,1
5731,7
5732,1
5733,7
5734,1
5735,7
5736,1
5737,7
5738,1
5739,7
5740,1
5741,7
5742,1
5743,7
5744,1
5745,7
5746,1
5747,7
5748,1
5749,7
5750,1
5751,7
5752,1
5753,7
5754,1
5755,7
5756,1
5757,7
5758,1
5759,7
